policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
1189,Auto,65,2941.41,10000,236.38,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,10,No,0,4,CA,April,0
3332,Commercial,63,6635.95,25000,347.79,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,Yes,0,4,TX,December,1
3399,Auto,57,9430.26,100000,1029.5,0,Theft,Theft,Minor,No,Yes,2,Yes,1,0,FL,February,0
132,Auto,35,16537.14,25000,341.46,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,Yes,1,4,TX,April,0
2070,Commercial,59,52300.43,100000,1040.54,1,Theft,Theft,Total Loss,No,Yes,1,No,1,0,CA,September,1
1821,Commercial,77,19471.49,100000,945.53,1,Collision,Single Vehicle Collision,Total Loss,No,No,5,No,2,1,IL,October,1
1763,Commercial,37,22193.23,25000,488.42,0,Collision,Single Vehicle Collision,Major,No,Yes,10,No,0,1,FL,September,0
2618,Commercial,23,9904.28,50000,633.12,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,CA,May,0
574,Home,29,13166.27,50000,601.9,0,Theft,Theft,Minor,No,Yes,12,No,1,0,FL,May,0
1351,Home,19,6532.75,50000,685.54,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,Yes,1,1,NY,October,0
1900,Auto,24,64527.63,250000,2251.58,0,Theft,Theft,Minor,Yes,No,3,Yes,0,0,CA,March,0
2738,Auto,33,56835.33,250000,2218.43,0,Collision,Multi-Vehicle Collision,Major,No,No,4,No,0,2,NY,June,1
630,Auto,20,88110.73,100000,906.84,0,Theft,Theft,Total Loss,Yes,No,1,Yes,0,0,TX,July,1
3364,Auto,62,58030.81,100000,964.93,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,2,No,4,4,CA,December,1
2906,Home,20,32205.32,50000,654.27,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,0,3,NY,October,0
1691,Auto,44,70954.91,250000,2134.99,2,Theft,Theft,Major,No,No,12,No,0,0,IL,December,1
3014,Auto,67,50780.98,100000,961.71,0,Collision,Single Vehicle Collision,Major,Yes,Yes,4,No,0,1,TX,September,0
159,Auto,60,70142.6,100000,948.9,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,2,4,CA,July,0
2542,Home,57,52206.49,250000,2220.12,0,Fire,Fire,Major,Yes,No,0,No,2,0,CA,March,0
1414,Auto,55,2464.53,25000,448.18,0,Collision,Multi-Vehicle Collision,Minor,No,No,17,Yes,2,4,IL,December,1
789,Commercial,50,39014.24,250000,2248.23,0,Collision,Single Vehicle Collision,Total Loss,No,No,3,No,2,1,IL,July,1
3180,Auto,45,1171.9,25000,357.36,0,Collision,Single Vehicle Collision,Major,Yes,No,12,Yes,0,1,NY,January,0
3469,Auto,18,49055.82,50000,619.43,1,Collision,Single Vehicle Collision,Major,No,No,3,Yes,0,1,NY,February,1
250,Home,72,21617.5,50000,555.01,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,Yes,1,2,NY,April,0
3252,Commercial,25,263734.87,500000,4189.47,1,Collision,Single Vehicle Collision,Minor,No,No,5,No,0,1,FL,July,1
3115,Auto,54,99806.99,250000,2226.01,1,Theft,Theft,Minor,Yes,No,1,No,0,0,TX,September,1
1505,Home,49,8276.41,100000,1053.07,0,Collision,Single Vehicle Collision,Major,No,No,5,Yes,2,1,CA,May,0
1710,Home,77,24665.97,100000,892.53,3,Theft,Theft,Total Loss,No,No,3,No,1,0,TX,August,1
2811,Auto,65,28412.18,50000,604.93,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,4,3,IL,July,0
542,Commercial,60,97814.33,250000,2270.36,1,Collision,Multi-Vehicle Collision,Major,Yes,No,8,Yes,4,3,TX,May,0
1895,Home,54,16640.99,50000,611.61,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,0,1,TX,March,0
1846,Home,21,5641.94,50000,604.13,2,Theft,Theft,Minor,No,No,4,Yes,3,0,NY,March,0
925,Commercial,47,23959.64,25000,371.85,1,Theft,Theft,Major,Yes,Yes,0,No,0,0,IL,June,0
2460,Commercial,23,33170.16,100000,1069.04,0,Theft,Theft,Major,No,Yes,0,No,1,0,TX,October,0
529,Home,63,50219.02,100000,974.16,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,0,3,CA,November,0
2880,Commercial,71,28485.04,50000,594.99,0,Theft,Theft,Minor,No,Yes,0,No,0,0,NY,April,0
1534,Home,36,2780.7,10000,256.49,1,Theft,Theft,Minor,No,Yes,4,No,3,0,TX,March,0
2955,Home,49,160699.9,250000,2205.41,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,IL,April,1
40,Home,26,1089.19,10000,351.28,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,1,Yes,1,1,CA,March,0
689,Home,29,51418.41,100000,954.69,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,4,IL,December,1
24,Auto,28,513680.53,500000,4205.63,0,Theft,Theft,Minor,No,Yes,1,No,0,0,IL,October,1
2373,Commercial,63,52997.15,50000,619.55,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,Yes,0,2,IL,November,1
2564,Commercial,72,8892.99,25000,359.38,0,Theft,Theft,Total Loss,No,No,4,Yes,1,0,FL,November,1
404,Auto,33,18570.87,100000,997.05,1,Collision,Multi-Vehicle Collision,Major,No,Yes,13,Yes,0,4,CA,December,0
2706,Commercial,18,45583.32,250000,2292.57,3,Collision,Multi-Vehicle Collision,Major,No,Yes,0,Yes,0,2,IL,June,1
976,Auto,62,15244.53,50000,511.58,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,7,No,1,3,FL,July,0
1911,Auto,72,199413.63,500000,4178.94,5,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,5,Yes,0,4,NY,April,1
2523,Home,70,3672.42,10000,292.53,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,Yes,0,2,FL,March,1
1171,Auto,38,37157.12,50000,581.2,0,Collision,Multi-Vehicle Collision,Major,No,Yes,5,Yes,3,4,NY,March,0
1120,Commercial,47,47003.38,100000,1144.31,0,Theft,Theft,Total Loss,No,Yes,5,No,0,0,FL,November,1
3430,Commercial,30,141167.94,250000,2227.43,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,2,No,0,1,IL,March,0
838,Home,51,12719.84,25000,347.78,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,5,No,1,2,FL,September,0
1828,Auto,21,52003.22,250000,2083.16,0,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,1,3,FL,November,1
2779,Auto,45,14942.46,50000,617.01,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,1,4,IL,November,0
1987,Home,55,8118.01,50000,562.22,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,Yes,4,3,NY,December,0
858,Commercial,75,8870.79,25000,464.44,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,10,No,0,1,IL,March,0
55,Home,48,98451.17,250000,2186.26,1,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,4,4,CA,March,1
579,Auto,76,9794.3,25000,371.58,0,Collision,Single Vehicle Collision,Major,Yes,Yes,2,Yes,3,1,FL,August,0
3266,Home,72,26180.41,50000,570.74,2,Fire,Water Damage,Total Loss,No,Yes,4,Yes,2,0,CA,April,0
1153,Home,44,5465.94,25000,449.33,3,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,6,Yes,0,4,IL,July,1
2202,Home,22,109421.07,250000,2220.78,0,Collision,Single Vehicle Collision,Major,No,Yes,5,Yes,2,1,IL,March,0
2366,Auto,42,70536.92,100000,1087.8,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,2,TX,August,0
2622,Home,20,21900.06,100000,989.24,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,No,1,2,CA,March,0
3418,Home,50,4269.68,25000,443.11,2,Fire,Fire,Minor,No,Yes,2,Yes,0,0,TX,May,0
2357,Commercial,21,63491.23,100000,1043.97,1,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,2,2,CA,January,0
1720,Auto,42,20530.19,50000,633.69,3,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,1,3,TX,December,1
686,Home,37,75422.72,250000,2174.51,1,Theft,Theft,Minor,Yes,Yes,5,Yes,0,0,TX,May,0
842,Commercial,51,47941.81,250000,2223.67,0,Collision,Multi-Vehicle Collision,Minor,No,No,7,Yes,2,3,CA,June,1
1082,Auto,43,3169.8,10000,275.14,1,Fire,Fire,Major,Yes,No,4,Yes,0,0,IL,July,1
3055,Commercial,79,5452.97,100000,993.82,1,Fire,Fire,Minor,No,No,3,No,1,0,NY,February,0
2496,Home,79,1164.62,10000,239.71,4,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,No,0,4,IL,February,1
2665,Auto,22,8946.75,50000,493.98,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,Yes,2,2,NY,September,0
3045,Auto,52,12016.53,25000,462.42,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,14,Yes,0,3,CA,October,1
2316,Home,78,48488.65,50000,621.58,1,Collision,Multi-Vehicle Collision,Major,No,No,2,No,0,4,FL,January,1
3129,Auto,45,22116.0,50000,532.84,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,0,3,IL,February,0
1600,Home,46,6982.76,100000,1035.89,0,Collision,Multi-Vehicle Collision,Major,No,Yes,6,No,1,4,TX,February,0
3056,Auto,26,52882.15,50000,663.41,2,Fire,Fire,Minor,Yes,Yes,0,Yes,1,0,IL,October,1
9,Home,69,50218.48,100000,1038.88,0,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,CA,July,0
1131,Auto,55,14020.59,50000,555.42,1,Theft,Theft,Minor,No,No,7,No,0,0,FL,June,0
1224,Commercial,67,5891.39,10000,243.4,2,Theft,Theft,Major,No,Yes,6,Yes,0,0,FL,September,0
778,Commercial,23,8767.76,100000,972.61,0,Fire,Fire,Major,No,No,0,No,3,0,IL,November,0
881,Commercial,36,3759.85,25000,443.05,4,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,1,2,IL,July,1
996,Home,77,22065.17,50000,623.95,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,IL,March,1
2936,Auto,61,15924.74,100000,1139.51,0,Theft,Theft,Minor,No,Yes,3,No,0,0,CA,March,1
3426,Home,74,14369.76,50000,517.96,0,Theft,Theft,Total Loss,No,Yes,5,Yes,0,0,NY,January,0
51,Auto,28,3419.2,10000,277.37,3,Fire,Water Damage,Major,No,No,0,No,2,0,NY,August,1
2919,Auto,19,43548.09,50000,503.61,0,Theft,Theft,Major,No,Yes,5,Yes,0,0,TX,January,1
2875,Auto,64,41769.71,250000,2229.83,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,1,4,CA,November,0
2988,Auto,61,17595.91,100000,1053.34,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,7,Yes,0,1,FL,February,0
2708,Home,61,50585.75,100000,1072.11,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,3,No,0,1,TX,November,1
273,Home,26,61768.72,100000,1009.43,0,Theft,Theft,Major,No,Yes,1,Yes,0,0,FL,December,1
374,Auto,38,7331.05,25000,304.33,4,Collision,Single Vehicle Collision,Minor,No,No,1,Yes,2,1,FL,July,1
640,Auto,41,21173.22,50000,597.49,2,Theft,Theft,Minor,No,Yes,10,No,3,0,IL,January,0
1134,Commercial,51,25438.73,100000,1021.84,0,Fire,Fire,Minor,No,No,2,No,0,0,FL,December,0
1698,Auto,39,4195.94,25000,349.74,0,Theft,Theft,Major,No,Yes,2,No,0,0,FL,April,0
1687,Auto,20,9929.53,25000,386.75,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,0,1,CA,September,1
661,Auto,29,23568.6,25000,336.15,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,1,2,IL,August,0
124,Home,45,16056.17,50000,569.36,2,Fire,Fire,Minor,No,Yes,8,Yes,1,0,IL,November,0
835,Home,47,87223.08,500000,4245.62,2,Collision,Multi-Vehicle Collision,Major,No,No,6,No,0,2,TX,August,1
1815,Auto,43,3694.03,10000,314.01,2,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,0,4,IL,December,0
1086,Auto,65,8360.26,50000,530.24,0,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,2,3,NY,March,0
1979,Home,38,17632.75,25000,364.75,0,Collision,Single Vehicle Collision,Minor,Yes,No,0,No,1,1,CA,May,0
1374,Home,45,155025.68,500000,4202.85,0,Collision,Multi-Vehicle Collision,Major,No,Yes,13,No,0,2,TX,April,1
745,Auto,73,9010.64,25000,411.33,0,Fire,Fire,Minor,Yes,No,4,No,1,0,NY,November,0
3550,Commercial,43,18798.26,50000,566.86,0,Fire,Fire,Minor,No,No,6,No,2,0,FL,December,0
121,Auto,79,9643.05,100000,1023.82,2,Fire,Fire,Total Loss,Yes,No,5,Yes,0,0,NY,August,1
1858,Auto,50,34018.73,100000,998.24,2,Collision,Single Vehicle Collision,Minor,No,Yes,9,No,0,1,TX,November,0
2843,Commercial,38,13914.95,50000,471.17,3,Fire,Fire,Minor,No,Yes,13,Yes,0,0,IL,July,1
1155,Auto,52,18061.77,50000,571.42,2,Fire,Fire,Minor,No,Yes,0,Yes,1,0,CA,July,0
3469,Home,69,11036.4,50000,569.99,0,Fire,Fire,Total Loss,Yes,Yes,16,No,1,0,TX,October,1
1936,Auto,51,8060.35,25000,433.91,1,Theft,Theft,Minor,No,Yes,9,No,3,0,NY,October,0
1017,Auto,58,22325.06,25000,434.8,0,Theft,Theft,Major,Yes,No,2,Yes,0,0,NY,July,1
1669,Commercial,68,22671.78,50000,516.39,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,8,Yes,1,4,TX,January,0
1086,Auto,64,11669.03,25000,421.92,1,Fire,Water Damage,Minor,No,Yes,5,No,0,0,TX,July,0
638,Commercial,35,11279.07,25000,396.3,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,7,No,0,2,TX,April,0
517,Auto,75,40252.68,100000,1006.32,1,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,1,1,IL,December,0
2854,Auto,28,59697.75,500000,4169.31,0,Fire,Fire,Major,No,Yes,4,Yes,3,0,TX,March,0
1124,Auto,74,43081.17,100000,996.91,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,0,2,FL,December,0
1146,Home,40,3394.82,10000,337.52,0,Collision,Single Vehicle Collision,Minor,No,No,8,No,3,1,CA,May,0
564,Auto,65,8392.05,10000,285.61,0,Fire,Water Damage,Major,Yes,No,13,Yes,0,0,CA,February,1
492,Commercial,39,27325.08,500000,4197.88,0,Fire,Fire,Major,No,Yes,4,Yes,0,0,FL,August,1
3313,Auto,34,3140.4,25000,376.04,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,3,Yes,0,3,NY,December,0
901,Commercial,22,2028.16,10000,332.61,2,Fire,Water Damage,Major,No,No,5,No,1,0,NY,December,1
3348,Auto,61,21610.62,50000,535.96,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,0,2,NY,September,1
1217,Commercial,28,78471.97,100000,959.9,1,Collision,Multi-Vehicle Collision,Minor,No,No,4,Yes,0,4,NY,May,1
708,Home,47,39907.59,100000,933.09,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,5,No,0,1,IL,March,0
1475,Home,32,4465.78,25000,410.03,4,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,1,1,FL,October,1
585,Commercial,44,1339.59,10000,338.99,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,Yes,0,4,CA,July,0
2842,Home,52,91610.87,500000,4183.56,2,Collision,Single Vehicle Collision,Minor,No,No,5,No,0,1,FL,January,0
2913,Home,50,3541.66,25000,346.53,3,Fire,Fire,Minor,No,No,2,No,2,0,CA,October,1
2299,Auto,37,24698.97,100000,1081.82,2,Theft,Theft,Minor,No,Yes,9,No,1,0,NY,March,1
3152,Auto,78,18181.03,100000,1022.56,0,Fire,Fire,Total Loss,Yes,Yes,1,No,0,0,IL,September,0
158,Commercial,33,22844.36,100000,1013.88,1,Theft,Theft,Major,No,Yes,0,Yes,0,0,TX,February,1
1684,Home,51,9063.58,50000,590.49,0,Collision,Multi-Vehicle Collision,Minor,No,No,4,No,1,2,TX,November,0
3511,Home,19,996.54,25000,433.45,0,Fire,Fire,Minor,Yes,Yes,5,No,0,0,NY,September,0
1001,Auto,52,20438.6,50000,613.09,0,Fire,Fire,Minor,No,Yes,3,Yes,1,0,NY,November,1
3162,Auto,57,90257.89,250000,2175.94,2,Collision,Multi-Vehicle Collision,Major,No,Yes,5,No,0,2,FL,January,0
2749,Auto,73,55871.76,250000,2184.31,2,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,0,3,IL,April,1
3361,Home,45,10171.92,25000,349.01,0,Theft,Theft,Minor,No,No,5,No,0,0,IL,December,0
1248,Auto,64,2466.6,25000,342.77,1,Theft,Theft,Total Loss,No,No,0,No,4,0,FL,October,0
1097,Auto,56,137957.45,250000,2185.17,3,Fire,Fire,Major,No,No,2,No,3,0,IL,June,1
3123,Auto,23,84649.65,100000,1057.71,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,3,3,IL,July,0
1013,Auto,26,63540.18,250000,2148.29,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,No,0,3,TX,March,0
2146,Home,37,4137.82,25000,441.82,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,2,4,IL,September,0
1778,Auto,77,45771.67,50000,560.05,1,Theft,Theft,Total Loss,Yes,No,0,Yes,0,0,NY,April,1
962,Home,18,8808.59,100000,910.67,0,Collision,Single Vehicle Collision,Minor,Yes,No,16,No,1,1,TX,May,0
3064,Auto,25,30627.42,100000,1027.33,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,0,3,NY,August,0
457,Auto,72,51547.68,50000,681.44,0,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,1,4,NY,December,1
1232,Auto,40,4843.77,10000,237.21,0,Theft,Theft,Major,No,No,8,No,3,0,FL,March,1
2964,Auto,20,2581.17,50000,521.51,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,IL,August,0
2270,Auto,21,7964.17,25000,422.75,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,2,No,0,1,IL,November,1
2526,Auto,75,8061.92,50000,553.84,0,Theft,Theft,Minor,Yes,No,2,No,0,0,IL,January,0
2484,Home,42,194866.93,500000,4226.83,0,Fire,Fire,Minor,No,No,2,Yes,0,0,IL,August,1
2393,Auto,64,9921.42,50000,657.57,2,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,0,3,TX,November,1
555,Home,55,74549.37,250000,2216.53,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,2,1,CA,November,0
1640,Commercial,32,8535.43,25000,440.49,1,Fire,Water Damage,Minor,No,Yes,9,No,0,0,NY,December,1
1317,Home,38,102848.01,100000,1040.83,3,Collision,Single Vehicle Collision,Major,No,Yes,0,No,1,1,CA,October,1
3330,Auto,52,102441.71,500000,4249.5,2,Theft,Theft,Minor,No,No,0,Yes,0,0,CA,August,0
1762,Auto,74,23752.17,25000,402.26,3,Theft,Theft,Total Loss,No,Yes,3,Yes,0,0,CA,June,1
361,Auto,70,7343.0,10000,318.95,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,0,4,TX,May,0
2075,Auto,70,35423.84,50000,608.22,0,Theft,Theft,Major,Yes,No,2,Yes,0,0,CA,September,0
1790,Commercial,63,3048.87,10000,299.57,3,Theft,Theft,Minor,No,Yes,7,Yes,1,0,TX,June,0
2574,Auto,69,13574.5,100000,1152.59,2,Collision,Multi-Vehicle Collision,Minor,No,No,10,No,0,2,FL,January,0
1786,Auto,31,72309.83,250000,2212.08,2,Collision,Single Vehicle Collision,Major,No,Yes,7,No,1,1,FL,December,1
3176,Home,53,10163.81,50000,525.11,1,Fire,Fire,Major,No,No,1,No,0,0,FL,June,1
2854,Home,29,4208.41,25000,390.13,1,Collision,Single Vehicle Collision,Major,No,No,17,No,4,1,TX,January,1
3256,Home,34,12251.12,50000,584.47,0,Theft,Theft,Minor,No,Yes,2,No,2,0,TX,June,0
3299,Auto,56,13801.11,100000,986.76,1,Fire,Fire,Major,No,No,0,Yes,0,0,NY,March,1
2814,Auto,26,5333.34,10000,327.67,0,Collision,Multi-Vehicle Collision,Minor,No,No,3,No,0,4,CA,June,0
2494,Home,52,4332.04,50000,656.53,0,Theft,Theft,Major,No,No,5,No,0,0,IL,June,1
1636,Auto,77,47181.26,100000,994.72,1,Fire,Fire,Major,No,Yes,0,Yes,1,0,IL,January,0
2821,Auto,30,10810.46,100000,930.41,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,2,CA,September,0
1020,Auto,32,13756.17,25000,404.95,0,Collision,Single Vehicle Collision,Major,No,Yes,8,No,1,1,IL,August,0
1353,Auto,35,8373.43,100000,972.83,2,Fire,Fire,Minor,No,Yes,1,No,0,0,IL,February,0
520,Auto,68,1611.88,10000,290.52,2,Collision,Multi-Vehicle Collision,Major,Yes,Yes,5,No,0,4,IL,February,0
3092,Auto,50,14849.44,25000,393.95,1,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,4,TX,May,0
2844,Home,23,186916.02,250000,2260.82,1,Fire,Fire,Minor,No,No,2,Yes,0,0,TX,October,1
340,Home,76,31089.27,100000,1013.74,3,Theft,Theft,Total Loss,Yes,Yes,1,Yes,1,0,TX,February,1
1787,Commercial,44,3947.41,10000,252.99,0,Fire,Fire,Minor,No,No,4,No,0,0,CA,November,0
2310,Auto,40,9227.02,25000,330.72,1,Collision,Single Vehicle Collision,Total Loss,Yes,No,2,Yes,2,1,FL,January,0
501,Auto,76,3506.39,25000,397.6,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,Yes,1,2,IL,February,0
900,Auto,44,6802.72,25000,397.78,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,14,No,0,1,NY,May,0
2212,Home,51,7971.69,25000,386.88,1,Theft,Theft,Minor,Yes,No,12,No,0,0,TX,November,1
3551,Home,73,356.64,10000,318.77,1,Theft,Theft,Minor,No,Yes,0,Yes,0,0,NY,October,0
856,Auto,63,18369.39,50000,530.86,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,0,Yes,1,1,IL,July,0
1692,Commercial,55,11380.7,100000,961.87,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,No,0,4,FL,May,0
1936,Auto,31,103122.38,100000,1002.65,1,Theft,Theft,Minor,No,Yes,5,No,0,0,NY,January,1
2742,Home,53,15944.97,100000,972.02,1,Collision,Single Vehicle Collision,Major,Yes,No,16,Yes,0,1,IL,July,1
2432,Home,70,4435.58,10000,262.16,1,Collision,Single Vehicle Collision,Major,No,No,6,No,0,1,IL,June,1
1573,Commercial,25,99567.13,500000,4196.99,0,Fire,Fire,Major,Yes,Yes,3,No,4,0,TX,July,0
961,Home,79,106168.6,250000,2234.3,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,2,4,FL,February,0
2743,Commercial,52,99170.06,250000,2194.97,0,Theft,Theft,Major,No,Yes,7,Yes,0,0,IL,May,0
3503,Auto,36,134014.41,250000,2101.52,0,Fire,Water Damage,Minor,No,No,0,No,1,0,FL,August,0
1641,Commercial,47,45638.45,250000,2169.86,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,0,No,3,3,TX,December,1
1296,Auto,31,43322.37,50000,624.79,1,Collision,Multi-Vehicle Collision,Major,No,Yes,8,No,0,2,NY,July,1
1445,Commercial,76,3818.97,25000,438.13,0,Collision,Multi-Vehicle Collision,Major,No,Yes,3,Yes,1,2,CA,June,1
1196,Home,37,9186.9,100000,1040.89,0,Fire,Fire,Minor,No,No,0,No,0,0,CA,June,1
1071,Commercial,66,58403.92,100000,1055.06,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,2,No,1,1,CA,December,0
3632,Auto,42,30514.88,100000,1005.92,0,Theft,Theft,Major,No,No,0,No,1,0,FL,January,0
289,Home,57,7120.64,50000,613.16,0,Fire,Water Damage,Total Loss,No,Yes,4,Yes,4,0,CA,January,0
2449,Home,41,1345.74,10000,229.3,0,Fire,Fire,Minor,No,Yes,1,No,0,0,NY,July,0
16,Home,31,11753.34,50000,491.27,0,Collision,Single Vehicle Collision,Major,No,Yes,9,No,1,1,IL,March,1
1635,Auto,43,258733.02,250000,2129.12,0,Theft,Theft,Major,Yes,No,1,No,0,0,FL,June,1
3378,Auto,55,28507.83,50000,564.91,2,Fire,Water Damage,Minor,Yes,No,3,Yes,0,0,NY,December,0
3329,Auto,40,31938.08,50000,532.01,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,4,3,FL,May,0
2551,Auto,39,12502.87,25000,385.35,1,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,1,1,FL,March,0
758,Commercial,65,52355.64,50000,576.9,1,Collision,Single Vehicle Collision,Minor,Yes,No,5,Yes,0,1,FL,June,1
2087,Auto,74,145424.43,250000,2246.89,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,No,1,3,TX,March,1
2779,Commercial,36,41977.04,100000,951.54,3,Fire,Fire,Minor,No,Yes,1,Yes,0,0,IL,August,1
2901,Auto,63,49419.74,100000,1007.03,1,Collision,Multi-Vehicle Collision,Major,No,Yes,3,Yes,0,2,CA,July,0
94,Auto,68,25036.49,50000,579.01,0,Fire,Fire,Major,No,Yes,7,Yes,1,0,TX,September,1
780,Home,20,15907.36,100000,949.67,1,Theft,Theft,Minor,Yes,Yes,2,No,0,0,IL,May,0
2657,Home,59,12566.25,25000,363.61,0,Theft,Theft,Major,No,No,0,No,0,0,CA,December,1
3022,Auto,36,71569.01,100000,897.44,1,Theft,Theft,Total Loss,No,No,2,No,1,0,TX,January,1
1630,Home,26,7412.33,50000,637.42,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,4,No,0,2,TX,November,0
3074,Home,45,7769.57,50000,670.11,2,Fire,Fire,Minor,No,Yes,0,Yes,0,0,NY,October,0
422,Auto,37,39817.58,100000,986.63,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,2,TX,November,0
119,Commercial,62,22791.2,250000,2201.45,0,Collision,Multi-Vehicle Collision,Major,No,No,4,Yes,3,3,FL,August,1
621,Commercial,24,4703.46,10000,265.21,0,Collision,Single Vehicle Collision,Major,Yes,Yes,13,Yes,2,1,TX,February,0
3272,Home,31,47824.36,250000,2159.0,0,Fire,Fire,Major,No,No,2,No,0,0,FL,June,1
830,Auto,26,12071.71,25000,435.25,0,Fire,Water Damage,Minor,No,Yes,0,No,0,0,IL,January,1
3577,Home,76,18115.13,50000,615.95,0,Collision,Multi-Vehicle Collision,Major,No,No,3,Yes,1,3,IL,June,1
1654,Auto,77,2358.03,10000,134.39,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,1,1,FL,April,0
1521,Auto,72,26333.79,50000,548.27,0,Theft,Theft,Minor,No,Yes,1,No,0,0,NY,May,1
3151,Auto,74,14240.9,50000,497.35,4,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,4,NY,October,0
417,Auto,77,5492.29,10000,357.77,0,Collision,Single Vehicle Collision,Minor,No,Yes,11,No,4,1,IL,July,0
