policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
1372,Commercial,54,1209.2,25000,393.46,3,Collision,Single Vehicle Collision,Major,No,No,1,Yes,0,1,IL,August,1
802,Auto,68,234792.94,250000,2217.27,0,Collision,Multi-Vehicle Collision,Major,Yes,No,3,No,0,2,TX,March,1
1608,Home,77,12859.43,25000,391.07,1,Theft,Theft,Total Loss,No,Yes,0,No,1,0,FL,May,1
87,Home,43,30849.64,50000,566.34,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,1,Yes,0,4,FL,September,0
3180,Auto,45,1171.9,25000,357.36,0,Collision,Single Vehicle Collision,Major,Yes,No,12,Yes,0,1,NY,January,0
3318,Commercial,32,114332.54,500000,4197.71,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,3,Yes,0,1,FL,October,0
2874,Home,29,8068.8,50000,577.6,2,Fire,Water Damage,Minor,No,No,0,No,0,0,IL,October,0
3640,Auto,38,24330.18,25000,365.53,0,Fire,Fire,Major,No,Yes,4,No,2,0,CA,May,1
2244,Home,47,34373.81,100000,993.34,1,Collision,Multi-Vehicle Collision,Major,No,Yes,9,No,0,3,CA,June,1
1358,Auto,36,52729.61,100000,1037.3,0,Theft,Theft,Minor,Yes,Yes,0,No,0,0,IL,September,0
60,Commercial,49,62188.22,250000,2230.4,1,Fire,Fire,Total Loss,No,Yes,4,Yes,0,0,IL,December,0
457,Home,41,2534.36,10000,275.85,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,Yes,0,3,CA,December,0
730,Home,62,183458.81,500000,4224.25,3,Theft,Theft,Major,Yes,Yes,6,Yes,0,0,CA,February,0
1600,Home,46,6982.76,100000,1035.89,0,Collision,Multi-Vehicle Collision,Major,No,Yes,6,No,1,4,TX,February,0
3010,Auto,57,49670.38,250000,2216.14,3,Theft,Theft,Minor,Yes,Yes,6,Yes,1,0,CA,October,1
1841,Home,30,16492.35,50000,631.46,0,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,0,4,CA,June,1
2219,Auto,23,2581.84,10000,214.88,1,Collision,Multi-Vehicle Collision,Major,No,No,5,Yes,3,3,TX,September,0
733,Commercial,78,22124.9,25000,339.98,2,Fire,Fire,Major,No,Yes,0,No,0,0,IL,August,1
3078,Home,73,6093.33,100000,1022.54,3,Collision,Multi-Vehicle Collision,Major,Yes,No,0,Yes,0,4,CA,March,0
1935,Auto,67,907.75,25000,407.89,1,Fire,Water Damage,Total Loss,No,Yes,1,Yes,0,0,IL,May,1
1420,Commercial,24,22046.3,50000,655.77,1,Theft,Theft,Minor,No,No,4,No,2,0,IL,April,0
1779,Home,64,82103.69,100000,1054.67,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,5,No,0,1,IL,November,0
306,Commercial,41,185505.31,500000,4138.96,0,Theft,Theft,Minor,No,Yes,3,Yes,0,0,IL,February,0
237,Commercial,51,41249.77,50000,672.18,1,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,0,3,TX,September,1
796,Home,74,980.91,10000,287.53,0,Fire,Water Damage,Major,No,No,1,No,4,0,CA,August,1
1980,Auto,34,38197.13,250000,2116.27,0,Collision,Multi-Vehicle Collision,Minor,No,No,6,No,2,2,NY,May,0
3582,Auto,22,5748.96,10000,243.44,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,No,0,2,IL,December,0
3179,Auto,46,23852.79,50000,539.51,1,Theft,Theft,Minor,Yes,Yes,0,Yes,1,0,IL,March,0
362,Home,78,4398.33,25000,293.33,0,Theft,Theft,Minor,No,Yes,5,No,0,0,NY,September,0
1281,Auto,40,3698.56,25000,315.51,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,2,NY,July,0
1687,Auto,38,5755.87,50000,593.98,1,Theft,Theft,Minor,No,Yes,6,No,0,0,TX,June,0
2950,Commercial,29,8032.62,100000,975.58,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,No,1,4,NY,May,0
3161,Auto,38,26323.76,100000,970.83,0,Theft,Theft,Minor,No,No,9,No,0,0,FL,June,0
3584,Home,51,43487.93,50000,533.15,1,Collision,Multi-Vehicle Collision,Minor,No,No,2,No,3,4,TX,June,1
640,Auto,41,21173.22,50000,597.49,2,Theft,Theft,Minor,No,Yes,10,No,3,0,IL,January,0
1145,Home,43,4081.58,50000,572.47,1,Theft,Theft,Total Loss,No,Yes,0,No,3,0,NY,May,1
1370,Home,41,71464.16,250000,2249.66,0,Collision,Single Vehicle Collision,Minor,No,No,1,Yes,0,1,TX,April,1
2163,Home,67,8739.23,25000,393.57,5,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,3,FL,November,1
1040,Auto,61,220536.41,250000,2172.79,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,2,No,0,2,CA,February,1
1272,Auto,42,30717.28,100000,975.52,0,Theft,Theft,Minor,No,No,6,No,0,0,FL,June,0
2729,Auto,72,77686.91,100000,985.52,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,2,Yes,0,1,TX,October,0
3125,Commercial,23,9800.86,10000,233.62,3,Fire,Fire,Major,No,No,13,Yes,0,0,CA,October,1
1395,Auto,31,666.2,10000,188.66,2,Theft,Theft,Minor,No,Yes,0,Yes,0,0,FL,December,0
2032,Home,75,32283.68,50000,550.08,1,Collision,Single Vehicle Collision,Minor,No,Yes,4,No,0,1,TX,January,0
2714,Auto,69,8224.42,50000,642.04,0,Theft,Theft,Major,No,Yes,8,No,2,0,IL,January,0
965,Commercial,66,25827.46,50000,524.71,0,Fire,Water Damage,Total Loss,No,Yes,4,No,2,0,IL,August,0
2574,Auto,69,13574.5,100000,1152.59,2,Collision,Multi-Vehicle Collision,Minor,No,No,10,No,0,2,FL,January,0
2402,Auto,39,4322.42,25000,370.14,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,5,No,3,3,IL,April,1
2269,Home,62,11149.81,100000,1037.3,2,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,2,4,TX,November,1
2151,Commercial,65,60370.96,100000,983.35,1,Theft,Theft,Minor,No,Yes,3,No,0,0,CA,October,1
100,Home,32,29314.0,50000,527.78,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,1,No,1,4,CA,January,1
341,Commercial,66,4775.33,25000,443.93,0,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,2,3,CA,June,1
2952,Commercial,28,6613.15,25000,404.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,4,Yes,1,4,TX,April,0
1861,Auto,19,4058.67,50000,558.71,0,Fire,Fire,Total Loss,Yes,Yes,5,No,0,0,NY,August,0
2133,Auto,48,9818.98,25000,339.68,0,Collision,Multi-Vehicle Collision,Major,No,No,4,No,2,3,NY,November,1
21,Commercial,69,379098.29,500000,4158.45,2,Theft,Theft,Total Loss,Yes,Yes,2,Yes,0,0,IL,April,1
1668,Auto,40,498725.74,500000,4262.83,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,3,NY,January,1
2761,Commercial,19,187146.48,250000,2170.75,0,Collision,Single Vehicle Collision,Major,Yes,No,2,No,0,1,NY,October,0
408,Home,34,8881.67,50000,536.45,0,Collision,Multi-Vehicle Collision,Minor,No,No,3,Yes,0,3,IL,July,0
2390,Home,54,5810.5,25000,360.19,1,Collision,Single Vehicle Collision,Major,No,Yes,7,Yes,0,1,NY,June,1
374,Auto,38,7331.05,25000,304.33,4,Collision,Single Vehicle Collision,Minor,No,No,1,Yes,2,1,FL,July,1
2858,Auto,71,17960.86,50000,570.52,1,Collision,Multi-Vehicle Collision,Minor,No,No,6,No,0,4,FL,May,1
2622,Home,20,21900.06,100000,989.24,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,No,1,2,CA,March,0
170,Home,36,3331.96,10000,261.4,1,Theft,Theft,Minor,No,No,4,No,2,0,TX,November,0
1826,Commercial,21,18028.36,50000,587.38,0,Collision,Single Vehicle Collision,Major,No,No,7,No,0,1,TX,November,0
2332,Commercial,29,45775.45,50000,652.5,3,Theft,Theft,Minor,No,No,6,Yes,0,0,FL,March,1
2242,Home,22,19948.4,25000,305.66,0,Collision,Single Vehicle Collision,Major,No,No,3,No,0,1,NY,November,0
2073,Home,44,12585.93,50000,630.95,1,Theft,Theft,Minor,Yes,No,5,Yes,0,0,CA,July,1
1858,Home,61,122346.65,500000,4198.61,1,Theft,Theft,Minor,Yes,Yes,1,No,3,0,FL,January,0
1084,Auto,65,76752.78,500000,4138.76,2,Fire,Fire,Total Loss,Yes,Yes,3,No,0,0,FL,April,1
1013,Auto,26,63540.18,250000,2148.29,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,No,0,3,TX,March,0
3252,Commercial,25,263734.87,500000,4189.47,1,Collision,Single Vehicle Collision,Minor,No,No,5,No,0,1,FL,July,1
405,Auto,43,16088.89,50000,587.42,0,Fire,Fire,Major,No,No,15,No,0,0,TX,March,0
1020,Home,58,4147.96,10000,298.93,1,Collision,Single Vehicle Collision,Major,No,Yes,1,No,0,1,TX,June,0
1370,Auto,63,1152.35,50000,671.18,1,Theft,Theft,Minor,No,Yes,13,Yes,3,0,FL,March,0
2236,Auto,66,8675.54,25000,381.58,0,Fire,Fire,Minor,No,No,2,No,4,0,CA,May,0
1351,Home,19,6532.75,50000,685.54,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,Yes,1,1,NY,October,0
3462,Home,61,1323.96,10000,163.49,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,2,IL,March,1
361,Auto,70,7343.0,10000,318.95,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,0,4,TX,May,0
3445,Home,28,172888.06,250000,2224.79,1,Theft,Theft,Major,No,No,0,No,4,0,TX,January,1
3390,Home,64,13389.9,100000,1021.44,0,Fire,Water Damage,Minor,Yes,Yes,1,Yes,0,0,FL,June,0
2971,Auto,49,10222.93,50000,605.33,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,4,NY,November,1
2526,Auto,75,8061.92,50000,553.84,0,Theft,Theft,Minor,Yes,No,2,No,0,0,IL,January,0
497,Auto,24,4041.22,10000,266.3,1,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,1,1,TX,March,0
651,Home,44,977.22,10000,319.72,0,Theft,Theft,Total Loss,No,No,2,Yes,0,0,CA,March,1
3649,Commercial,58,13011.65,100000,959.34,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,Yes,0,4,TX,October,0
2837,Auto,25,192700.48,500000,4266.02,1,Collision,Single Vehicle Collision,Minor,No,Yes,6,No,3,1,CA,January,0
3327,Auto,58,3118.47,25000,462.19,2,Theft,Theft,Minor,Yes,Yes,1,No,2,0,TX,September,1
1787,Commercial,44,3947.41,10000,252.99,0,Fire,Fire,Minor,No,No,4,No,0,0,CA,November,0
1981,Auto,75,26828.15,50000,562.01,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,3,Yes,0,2,CA,November,0
2909,Auto,25,101679.67,250000,2170.67,5,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,1,3,CA,March,1
1692,Commercial,55,11380.7,100000,961.87,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,No,0,4,FL,May,0
923,Auto,78,8662.26,25000,390.61,0,Collision,Single Vehicle Collision,Minor,No,No,5,No,1,1,TX,December,0
693,Auto,20,18494.74,100000,1036.35,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,1,1,FL,August,1
875,Auto,64,221577.02,250000,2150.49,2,Collision,Single Vehicle Collision,Major,No,Yes,1,No,2,1,NY,March,0
378,Commercial,19,83640.68,100000,981.19,0,Collision,Single Vehicle Collision,Total Loss,Yes,No,6,Yes,2,1,FL,March,1
2884,Home,27,117678.08,250000,2211.55,0,Fire,Water Damage,Major,No,No,1,No,0,0,IL,November,1
2329,Auto,47,11548.36,50000,606.24,1,Theft,Theft,Major,Yes,Yes,3,No,1,0,CA,May,0
1908,Auto,58,242211.45,250000,2182.31,0,Fire,Fire,Minor,No,No,6,No,1,0,IL,February,1
3115,Auto,54,99806.99,250000,2226.01,1,Theft,Theft,Minor,Yes,No,1,No,0,0,TX,September,1
541,Auto,22,34906.34,500000,4215.61,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,0,3,IL,November,0
1498,Auto,71,1000.65,10000,285.46,0,Collision,Single Vehicle Collision,Major,Yes,No,6,Yes,0,1,IL,September,1
933,Auto,64,6250.77,25000,369.65,1,Theft,Theft,Minor,No,Yes,1,No,0,0,NY,February,1
2570,Auto,22,43231.28,50000,599.98,2,Theft,Theft,Minor,No,No,2,No,0,0,FL,March,1
1232,Auto,40,4843.77,10000,237.21,0,Theft,Theft,Major,No,No,8,No,3,0,FL,March,1
3319,Home,27,3772.2,10000,344.81,0,Theft,Theft,Total Loss,Yes,No,0,No,0,0,NY,February,0
2734,Auto,60,12991.16,50000,603.22,2,Collision,Multi-Vehicle Collision,Major,No,Yes,0,Yes,0,2,TX,December,0
1698,Home,39,46748.15,250000,2225.86,0,Fire,Fire,Minor,No,Yes,2,Yes,0,0,TX,February,1
2943,Home,26,2826.53,25000,368.78,0,Collision,Single Vehicle Collision,Major,No,No,0,No,1,1,IL,October,1
3399,Auto,57,9430.26,100000,1029.5,0,Theft,Theft,Minor,No,Yes,2,Yes,1,0,FL,February,0
2437,Commercial,73,68604.05,250000,2163.02,1,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,1,3,NY,June,0
177,Home,74,2404.29,50000,582.21,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,CA,February,0
2901,Auto,63,49419.74,100000,1007.03,1,Collision,Multi-Vehicle Collision,Major,No,Yes,3,Yes,0,2,CA,July,0
707,Commercial,78,131544.61,250000,2161.09,0,Theft,Theft,Total Loss,No,No,0,Yes,0,0,TX,October,1
3445,Home,25,247776.4,250000,2232.61,0,Fire,Water Damage,Minor,No,Yes,9,Yes,3,0,CA,April,1
2222,Home,68,5338.86,25000,374.31,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,7,Yes,0,1,TX,April,0
1999,Auto,76,9467.87,25000,342.61,0,Theft,Theft,Minor,No,Yes,0,No,3,0,TX,August,0
688,Auto,41,22929.99,50000,624.92,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,Yes,3,3,NY,January,1
1161,Auto,29,19693.85,50000,520.98,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,3,CA,July,0
1643,Home,69,15206.79,50000,585.85,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,1,1,IL,August,1
1762,Auto,64,1846.56,25000,431.32,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,Yes,0,4,FL,January,1
2823,Home,79,677.45,25000,405.33,0,Collision,Single Vehicle Collision,Minor,No,No,3,No,0,1,TX,March,0
671,Auto,68,3408.56,50000,669.25,0,Collision,Single Vehicle Collision,Minor,No,No,8,No,0,1,CA,March,0
1127,Commercial,50,221092.08,250000,2288.22,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,2,No,0,3,IL,September,1
3175,Auto,70,327928.03,500000,4118.48,1,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,2,TX,November,1
2795,Auto,37,70243.37,100000,947.82,0,Collision,Single Vehicle Collision,Major,No,Yes,4,No,0,1,NY,January,0
478,Auto,75,4050.03,25000,393.46,0,Theft,Theft,Minor,Yes,No,4,No,0,0,CA,August,0
3560,Auto,26,15087.11,25000,502.07,1,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,0,1,FL,May,0
997,Auto,54,6259.46,10000,350.13,3,Theft,Theft,Minor,No,No,0,Yes,1,0,CA,March,0
3477,Home,55,93563.61,500000,4140.03,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,Yes,0,3,TX,August,0
3361,Home,45,10171.92,25000,349.01,0,Theft,Theft,Minor,No,No,5,No,0,0,IL,December,0
267,Auto,58,2852.83,10000,274.82,1,Theft,Theft,Major,No,Yes,8,No,1,0,FL,May,0
1778,Auto,77,45771.67,50000,560.05,1,Theft,Theft,Total Loss,Yes,No,0,Yes,0,0,NY,April,1
1259,Auto,54,5996.58,100000,1035.24,3,Collision,Multi-Vehicle Collision,Total Loss,No,No,8,No,1,3,CA,April,1
3317,Auto,65,38592.82,100000,1023.99,0,Fire,Fire,Total Loss,Yes,Yes,7,No,0,0,TX,March,0
676,Auto,23,26996.21,50000,632.54,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,1,2,FL,August,1
1710,Home,77,24665.97,100000,892.53,3,Theft,Theft,Total Loss,No,No,3,No,1,0,TX,August,1
65,Auto,78,104632.51,250000,1997.3,0,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,TX,March,0
2484,Home,42,194866.93,500000,4226.83,0,Fire,Fire,Minor,No,No,2,Yes,0,0,IL,August,1
464,Auto,61,18161.46,100000,975.21,1,Fire,Water Damage,Major,Yes,Yes,6,Yes,0,0,TX,August,0
1317,Home,38,102848.01,100000,1040.83,3,Collision,Single Vehicle Collision,Major,No,Yes,0,No,1,1,CA,October,1
961,Home,79,106168.6,250000,2234.3,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,2,4,FL,February,0
396,Home,51,44024.89,250000,2282.25,0,Theft,Theft,Minor,Yes,No,2,No,1,0,CA,September,0
3561,Auto,56,8003.98,50000,567.53,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,4,No,0,1,NY,April,0
809,Auto,36,40972.78,100000,1031.87,0,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,1,1,NY,June,1
765,Commercial,22,46333.6,250000,2260.84,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,IL,October,1
3469,Auto,18,49055.82,50000,619.43,1,Collision,Single Vehicle Collision,Major,No,No,3,Yes,0,1,NY,February,1
3157,Auto,61,43580.67,100000,1006.82,2,Theft,Theft,Major,Yes,Yes,0,No,1,0,NY,October,0
2105,Auto,55,4340.25,25000,306.47,0,Theft,Theft,Major,Yes,No,5,Yes,1,0,NY,July,0
1134,Home,21,27196.07,100000,1007.45,2,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,2,TX,September,1
1815,Home,35,30311.24,50000,543.16,0,Theft,Theft,Minor,No,No,0,Yes,2,0,CA,August,0
1610,Commercial,72,8001.77,10000,292.87,0,Theft,Theft,Major,Yes,No,1,No,1,0,NY,June,1
32,Home,66,14317.99,50000,650.98,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,2,CA,January,0
1021,Auto,59,27049.58,100000,1017.16,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,3,TX,March,1
2357,Commercial,21,63491.23,100000,1043.97,1,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,2,2,CA,January,0
2332,Home,60,12092.75,50000,599.82,1,Collision,Multi-Vehicle Collision,Major,Yes,No,1,No,4,2,NY,February,1
2573,Auto,41,7845.14,10000,197.71,3,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,0,3,IL,June,0
2080,Auto,39,6432.82,25000,375.88,1,Fire,Fire,Total Loss,No,No,4,Yes,0,0,NY,January,1
2802,Auto,52,2983.11,10000,316.12,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,0,4,TX,March,0
285,Auto,71,45738.47,50000,595.84,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,No,1,2,TX,November,1
94,Auto,68,25036.49,50000,579.01,0,Fire,Fire,Major,No,Yes,7,Yes,1,0,TX,September,1
1163,Home,38,4791.35,50000,570.85,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,3,No,0,2,NY,February,0
2782,Auto,37,43159.89,50000,584.02,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,Yes,1,2,CA,July,1
546,Auto,45,4443.16,10000,350.49,4,Collision,Single Vehicle Collision,Major,No,No,4,Yes,0,1,IL,September,1
2077,Commercial,71,6776.37,25000,314.6,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,7,No,1,2,FL,November,0
1185,Commercial,46,15822.47,100000,1032.42,0,Fire,Water Damage,Major,Yes,No,2,Yes,3,0,NY,November,1
3307,Auto,68,3886.4,25000,430.69,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,3,Yes,0,4,NY,May,1
1534,Auto,59,6571.84,25000,425.85,0,Theft,Theft,Total Loss,Yes,Yes,1,Yes,0,0,FL,November,0
2229,Auto,72,156751.54,250000,2185.83,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,8,No,2,1,CA,April,0
996,Home,77,22065.17,50000,623.95,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,IL,March,1
1641,Commercial,47,45638.45,250000,2169.86,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,0,No,3,3,TX,December,1
703,Auto,58,11025.4,50000,613.82,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,2,3,TX,April,1
2708,Home,61,50585.75,100000,1072.11,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,3,No,0,1,TX,November,1
2879,Auto,56,30064.12,100000,1087.62,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,3,Yes,0,2,TX,October,0
2099,Auto,69,4800.54,50000,609.86,3,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,7,No,0,4,CA,April,0
718,Home,74,1353.11,25000,394.0,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,12,Yes,2,3,CA,July,0
3042,Auto,61,2551.71,25000,418.69,1,Theft,Theft,Major,No,Yes,0,No,1,0,IL,January,1
2966,Auto,68,6553.04,25000,372.54,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,17,Yes,0,4,FL,January,0
2618,Commercial,23,9904.28,50000,633.12,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,CA,May,0
1911,Home,34,2744.62,10000,311.56,1,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,0,4,TX,January,1
819,Home,71,5474.62,100000,1031.78,1,Fire,Fire,Minor,Yes,No,0,No,2,0,CA,January,0
1804,Auto,58,10601.9,25000,347.24,0,Theft,Theft,Minor,No,No,0,Yes,4,0,CA,November,0
628,Auto,57,2275.79,50000,587.61,1,Collision,Single Vehicle Collision,Major,No,No,0,No,3,1,TX,May,0
1413,Home,54,12986.7,25000,424.48,0,Fire,Fire,Major,No,No,4,No,0,0,FL,August,1
2310,Auto,40,9227.02,25000,330.72,1,Collision,Single Vehicle Collision,Total Loss,Yes,No,2,Yes,2,1,FL,January,0
1393,Home,61,27800.58,100000,921.55,0,Collision,Single Vehicle Collision,Minor,No,No,0,No,0,1,IL,May,0
780,Home,20,15907.36,100000,949.67,1,Theft,Theft,Minor,Yes,Yes,2,No,0,0,IL,May,0
3601,Home,54,3621.88,50000,660.76,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,1,4,NY,August,0
1720,Auto,42,20530.19,50000,633.69,3,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,1,3,TX,December,1
9,Home,69,50218.48,100000,1038.88,0,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,CA,July,0
404,Auto,33,18570.87,100000,997.05,1,Collision,Multi-Vehicle Collision,Major,No,Yes,13,Yes,0,4,CA,December,0
135,Home,39,98626.32,250000,2189.98,0,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,3,IL,January,1
3301,Auto,31,23045.03,50000,591.08,0,Collision,Multi-Vehicle Collision,Minor,No,No,10,No,0,4,IL,April,0
3176,Auto,61,4339.23,25000,418.78,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,TX,May,0
422,Auto,37,39817.58,100000,986.63,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,2,TX,November,0
3008,Auto,74,18034.53,50000,640.9,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,1,2,TX,February,1
3347,Auto,38,124592.23,250000,2146.56,1,Theft,Theft,Major,No,No,9,Yes,0,0,NY,June,1
3592,Auto,59,3791.57,50000,644.58,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,4,CA,December,1
1843,Home,37,2667.58,10000,277.85,1,Collision,Single Vehicle Collision,Major,Yes,Yes,1,No,0,1,NY,October,1
3195,Auto,46,16346.89,25000,357.85,2,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,0,No,0,3,NY,March,1
3641,Commercial,21,17021.28,25000,467.61,1,Collision,Multi-Vehicle Collision,Major,No,Yes,10,No,0,4,NY,February,0
3552,Commercial,61,11883.4,100000,1081.34,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,0,No,0,4,CA,April,0
2564,Commercial,72,8892.99,25000,359.38,0,Theft,Theft,Total Loss,No,No,4,Yes,1,0,FL,November,1
664,Home,32,118820.74,500000,4194.88,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,0,2,IL,June,0
627,Auto,71,7689.14,50000,566.78,2,Fire,Fire,Minor,No,No,0,Yes,0,0,FL,February,0
417,Auto,77,5492.29,10000,357.77,0,Collision,Single Vehicle Collision,Minor,No,Yes,11,No,4,1,IL,July,0
1285,Home,62,34095.78,100000,1095.62,3,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,Yes,0,4,TX,September,0
574,Home,29,13166.27,50000,601.9,0,Theft,Theft,Minor,No,Yes,12,No,1,0,FL,May,0
1991,Home,61,15392.1,50000,599.94,4,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,1,No,1,4,FL,June,1
714,Auto,21,72495.18,250000,2204.44,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,3,FL,February,1
3129,Auto,45,22116.0,50000,532.84,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,0,3,IL,February,0
3067,Auto,51,9629.46,25000,447.37,2,Collision,Single Vehicle Collision,Minor,No,No,1,No,1,1,FL,March,0
2700,Home,72,6120.2,25000,316.68,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,0,2,FL,August,1
925,Commercial,47,23959.64,25000,371.85,1,Theft,Theft,Major,Yes,Yes,0,No,0,0,IL,June,0
820,Commercial,61,156130.86,500000,4203.12,2,Collision,Multi-Vehicle Collision,Major,Yes,Yes,1,Yes,0,3,CA,November,0
2981,Auto,22,432184.31,500000,4165.73,0,Collision,Single Vehicle Collision,Major,No,Yes,2,No,0,1,NY,March,1
3445,Home,76,4796.96,50000,535.38,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,1,No,1,1,FL,October,0
1524,Commercial,39,1606.97,10000,255.57,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,9,No,0,4,CA,December,1
1421,Auto,21,12058.5,50000,641.74,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,10,Yes,0,1,IL,June,0
3462,Auto,42,7096.96,10000,290.46,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,2,3,FL,January,1
2161,Home,28,27653.47,100000,927.46,1,Collision,Single Vehicle Collision,Total Loss,No,No,1,Yes,3,1,FL,December,1
3379,Commercial,65,1845.03,10000,329.18,1,Fire,Fire,Minor,Yes,Yes,1,No,0,0,FL,May,0
3418,Home,50,4269.68,25000,443.11,2,Fire,Fire,Minor,No,Yes,2,Yes,0,0,TX,May,0
3453,Home,65,14579.37,100000,1033.94,1,Theft,Theft,Total Loss,No,No,8,No,1,0,NY,November,1
119,Commercial,62,22791.2,250000,2201.45,0,Collision,Multi-Vehicle Collision,Major,No,No,4,Yes,3,3,FL,August,1
